id,label,modularity_class,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering
5378,,7,1,1,2,1,1,2,9,0.214759,0.220703,0,0
5855,,7,1,1,2,1,1,2,9,0.214759,0.220703,0,0
2949,,8,3,2,5,3,2,5,9,0.217074,0.223219,18827.230577,0.333333
11143,,8,1,1,2,1,1,2,9,0.2265,0.233194,0,0
18409,,8,1,0,1,1,0,1,0,0,0,0,0
25142,,8,1,1,2,1,1,2,9,0.2265,0.233194,0,0
7911,,5,5,11,16,5,11,16,8,0.262834,0.274561,46040.012433,0.071429
8701,,15,2,2,4,2,2,4,9,0.214695,0.220846,26034.772696,0
30511,,8,2,0,2,2,0,2,0,0,0,0,0
33086,,7,1,0,1,1,0,1,0,0,0,0,0
1055,,16,5,2,7,5,2,7,8,0.256255,0.265701,57272.89625,0.1
977,,19,9,13,22,9,13,22,8,0.262643,0.274997,85682.889959,0.091503
2446,,11,1,0,1,1,0,1,0,0,0,0,0
5753,,11,1,0,1,1,0,1,0,0,0,0,0
7881,,11,1,0,1,1,0,1,0,0,0,0,0
9417,,16,2,0,2,2,0,2,0,0,0,0,1
7230,,16,4,23,27,4,23,27,8,0.283763,0.298385,95297.096391,0.085145
9656,,11,1,0,1,1,0,1,0,0,0,0,0
8539,,16,2,1,3,2,1,3,8,0.242294,0.25066,0,1
10396,,16,1,1,2,1,1,2,8,0.232022,0.239649,0,1
10922,,11,3,3,6,3,3,6,8,0.234501,0.242355,1283.555695,0.333333
9139,,16,1,3,4,1,3,4,8,0.235841,0.243388,26165.697836,0.166667
12193,,10,2,4,6,2,4,6,8,0.265938,0.276927,10174.032185,0.2
13841,,11,1,1,2,1,1,2,8,0.242294,0.25066,0,0
15203,,16,2,0,2,2,0,2,0,0,0,0,1
15967,,11,1,0,1,1,0,1,0,0,0,0,0
16806,,16,1,1,2,1,1,2,9,0.203987,0.208635,0,1
3009,,16,2,2,4,2,2,4,8,0.246265,0.255272,18826,0.333333
18501,,5,2,4,6,2,4,6,9,0.227562,0.23498,26250.102461,0.066667
9617,,16,1,1,2,1,1,2,8,0.232022,0.239649,0,1
30668,,11,1,0,1,1,0,1,0,0,0,0,0
14620,,24,3,3,6,3,3,6,9,0.216197,0.222723,2007.763267,0.066667
3144,,10,3,5,8,3,5,8,8,0.245789,0.255546,48425.221548,0.238095
5765,,10,5,7,12,5,7,12,8,0.246111,0.255067,43344.43926,0.007576
673,,11,0,1,1,0,1,1,9,0.231783,0.240091,0,0
1309,,1,2,2,4,2,2,4,8,0.238123,0.24614,289.276378,0.166667
20867,,15,1,0,1,1,0,1,0,0,0,0,0
11809,,8,3,1,4,3,1,4,9,0.213505,0.219541,190.737389,0.333333
20948,,15,4,4,8,4,4,8,9,0.227535,0.235785,1118.600181,0.3
23271,,15,5,4,9,5,4,9,9,0.225148,0.232715,17562.82853,0.214286
10826,,15,1,2,3,1,2,3,9,0.217363,0.224028,25975,0.333333
3879,,15,4,3,7,4,3,7,8,0.231096,0.239281,75611.906153,0.2
4372,,15,6,2,8,6,2,8,9,0.226239,0.233089,26107.092664,0.095238
16689,,15,4,3,7,4,3,7,8,0.244043,0.25318,4574.17645,0.095238
29113,,15,1,0,1,1,0,1,0,0,0,0,0
14995,,10,2,1,3,2,1,3,8,0.227101,0.234288,0,0.666667
11714,,15,2,8,10,2,8,10,8,0.238201,0.247881,395.265587,0.277778
33411,,15,2,0,2,2,0,2,0,0,0,0,0.5
1827,,10,3,2,5,3,2,5,8,0.234756,0.243096,78.850239,0.333333
19201,,15,1,0,1,1,0,1,0,0,0,0,0
19595,,15,2,5,7,2,5,7,8,0.270182,0.282483,27529.08526,0.285714
16506,,15,1,4,5,1,4,5,8,0.246847,0.256226,456.310831,0
31818,,15,1,1,2,1,1,2,9,0.217358,0.223993,0,0.5
676,,10,1,1,2,1,1,2,9,0.202474,0.207985,195.312601,0
2413,,0,2,1,3,2,1,3,9,0.222601,0.23004,0,0.5
33868,,0,4,0,4,4,0,4,0,0,0,0,1
18886,,7,1,0,1,1,0,1,0,0,0,0,0
18372,,7,1,2,3,1,2,3,9,0.223807,0.230726,25974,0.5
20085,,7,1,0,1,1,0,1,0,0,0,0,0
21088,,7,2,2,4,2,2,4,9,0.223664,0.230808,0,0.666667
22575,,1,2,0,2,2,0,2,0,0,0,0,0
2759,,7,3,6,9,3,6,9,8,0.270271,0.282753,2171.225453,0.404762
10609,,10,3,4,7,3,4,7,8,0.244541,0.253856,39.254293,0.4
9564,,10,1,4,5,1,4,5,8,0.237768,0.247437,26471.134515,0.2
20324,,10,1,0,1,1,0,1,0,0,0,0,0
20964,,10,1,1,2,1,1,2,9,0.202165,0.207447,0,0
21678,,10,1,1,2,1,1,2,9,0.202165,0.207447,0,0
11091,,19,2,2,4,2,2,4,9,0.22445,0.231847,320.049078,0.333333
12042,,19,1,0,1,1,0,1,0,0,0,0,0
6868,,19,5,12,17,5,12,17,9,0.224493,0.232166,124856.545299,0.108974
12821,,19,1,0,1,1,0,1,0,0,0,0,0
7985,,19,3,2,5,3,2,5,9,0.22445,0.231847,2.966779,0.666667
14768,,10,3,7,10,3,7,10,8,0.249725,0.258981,32877.131832,0.125
15768,,19,2,3,5,2,3,5,9,0.225183,0.232788,33.81303,0.75
22983,,19,1,1,2,1,1,2,9,0.224448,0.231821,0,0
12280,,19,1,1,2,1,1,2,9,0.224448,0.231821,0,0
23915,,19,1,0,1,1,0,1,0,0,0,0,0
18166,,19,3,1,4,3,1,4,9,0.224448,0.231821,0,1
24440,,19,1,0,1,1,0,1,0,0,0,0,0
23027,,19,2,1,3,2,1,3,9,0.224448,0.231821,0,1
11744,,19,2,1,3,2,1,3,9,0.224448,0.231821,0,1
35378,,19,1,1,2,1,1,2,9,0.224448,0.231821,0,0
684,,8,3,2,5,3,2,5,8,0.234233,0.242138,112.16033,0.05
5778,,2,1,2,3,1,2,3,8,0.261487,0.272609,20347.555168,0
26609,,15,3,2,5,3,2,5,9,0.215568,0.221349,164.862609,0.333333
3587,,10,14,16,30,14,16,30,8,0.278088,0.29106,53476.792149,0.119658
4440,,10,5,8,13,5,8,13,8,0.257249,0.267758,7309.882531,0.254545
4637,,10,5,4,9,5,4,9,9,0.241081,0.249825,26444.473929,0.196429
8033,,10,4,3,7,4,3,7,8,0.239578,0.24795,779.970894,0.4
7314,,10,4,10,14,4,10,14,8,0.264748,0.277115,1806.776138,0.25
10088,,10,2,1,3,2,1,3,8,0.238966,0.247042,697.486951,0.333333
4335,,10,2,2,4,2,2,4,8,0.240514,0.248728,5.245994,0.583333
8573,,10,1,2,3,1,2,3,9,0.232713,0.240778,0,1
12844,,10,1,0,1,1,0,1,0,0,0,0,0
14998,,11,3,6,9,3,6,9,8,0.271777,0.284683,3411.403216,0.404762
4765,,10,9,6,15,9,6,15,8,0.24941,0.258668,13542.260886,0.24359
19316,,10,4,3,7,4,3,7,9,0.241022,0.249789,2271.921744,0.166667
17780,,10,1,1,2,1,1,2,9,0.214373,0.22077,0,1
10801,,10,12,8,20,12,8,20,8,0.243955,0.252889,20813.192436,0.346154
28630,,10,2,2,4,2,2,4,9,0.231847,0.239751,880.370502,0.166667
17745,,10,2,2,4,2,2,4,9,0.225973,0.232708,335.38046,0.083333
31128,,10,2,2,4,2,2,4,8,0.239209,0.24739,4.062121,0.833333
4259,,8,1,3,4,1,3,4,8,0.240557,0.24874,572.000289,0.5
7609,,8,6,0,6,6,0,6,0,0,0,0,0.066667
10210,,0,2,0,2,2,0,2,0,0,0,0,0
14555,,8,1,0,1,1,0,1,0,0,0,0,0
15556,,8,1,1,2,1,1,2,9,0.2161,0.222449,0,0
21494,,8,1,1,2,1,1,2,8,0.262753,0.273463,0,1
22359,,8,1,0,1,1,0,1,0,0,0,0,0
22741,,8,2,0,2,2,0,2,0,0,0,0,1
16734,,8,6,8,14,6,8,14,8,0.243541,0.252698,84827.696934,0.089744
29536,,8,2,3,5,2,3,5,8,0.264043,0.275006,2828.449083,0.5
30407,,8,7,7,14,7,7,14,8,0.237166,0.245665,44631.288178,0.113636
34352,,8,3,0,3,3,0,3,0,0,0,0,0.166667
35146,,8,1,0,1,1,0,1,0,0,0,0,0
2375,,11,1,0,1,1,0,1,0,0,0,0,0
1566,,11,3,3,6,3,3,6,9,0.228871,0.236929,1.5,0.583333
6210,,11,1,1,2,1,1,2,9,0.228862,0.236867,0,0
2641,,11,5,4,9,5,4,9,9,0.228874,0.236955,44800.5,0.3
3228,,11,1,1,2,1,1,2,9,0.228862,0.236867,0,0
6480,,11,5,5,10,5,5,10,8,0.251322,0.260759,45580.653961,0.160714
10322,,11,1,1,2,1,1,2,8,0.251379,0.261448,0,1
12067,,11,5,22,27,5,22,27,8,0.272517,0.286382,105608.902301,0.111667
2946,,11,3,2,5,3,2,5,9,0.228868,0.236902,0,1
17743,,11,6,7,13,6,7,13,8,0.241269,0.251129,35370.945318,0.1
23695,,11,2,0,2,2,0,2,0,0,0,0,0
19305,,6,2,9,11,2,9,11,8,0.247926,0.257654,1872.195394,0.127273
33823,,11,1,0,1,1,0,1,0,0,0,0,0
28391,,10,3,5,8,3,5,8,8,0.25192,0.261389,45333.969451,0.125
17731,,11,8,4,12,8,4,12,8,0.272825,0.28479,9968.992713,0.222222
693,,19,1,6,7,1,6,7,8,0.265968,0.277536,6475.472687,0.233333
695,,5,3,3,6,3,3,6,8,0.240646,0.249589,2234.707695,0.166667
4418,,5,4,4,8,4,4,8,9,0.237522,0.246147,2641.385352,0.196429
6152,,5,3,0,3,3,0,3,0,0,0,0,0
696,,6,0,1,1,0,1,1,12,0.133072,0.134495,0,0
697,,9,0,3,3,0,3,3,9,0.220122,0.227154,0,0.333333
3580,,16,1,0,1,1,0,1,0,0,0,0,0
16670,,16,1,0,1,1,0,1,0,0,0,0,0
11400,,8,2,4,6,2,4,6,8,0.261628,0.272858,26511.688781,0.066667
26289,,7,4,10,14,4,10,14,8,0.266257,0.277514,1258.028183,0.225275
29264,,16,1,0,1,1,0,1,0,0,0,0,0
31035,,16,1,1,2,1,1,2,10,0.184688,0.188658,25976.178621,0
3626,,15,1,0,1,1,0,1,0,0,0,0,0
17432,,15,1,0,1,1,0,1,0,0,0,0,0
17286,,11,1,2,3,1,2,3,9,0.223648,0.230689,13.661244,0
3940,,10,4,3,7,4,3,7,8,0.244446,0.253763,39445.702817,0.047619
1831,,0,5,9,14,5,9,14,8,0.252035,0.262453,79020.256117,0.064103
2079,,0,4,7,11,4,7,11,8,0.266092,0.277555,72997.409079,0.081818
6664,,7,2,3,5,2,3,5,8,0.245232,0.253547,172.822064,0.083333
8403,,8,3,5,8,3,5,8,8,0.25262,0.261704,541.544875,0.2
21677,,1,2,0,2,2,0,2,0,0,0,0,0
704,,11,0,1,1,0,1,1,9,0.224417,0.232139,0,0
9460,,11,2,4,6,2,4,6,8,0.267308,0.279424,26017.615425,0.133333
20930,,11,4,4,8,4,4,8,8,0.239901,0.247384,52518.912402,0.142857
7622,,11,8,6,14,8,6,14,8,0.268494,0.281735,7430.815406,0.126374
20544,,11,3,1,4,3,1,4,9,0.187055,0.191076,432.44651,0
33181,,5,3,2,5,3,2,5,8,0.255976,0.266212,1417.064289,0
33410,,2,1,1,2,1,1,2,8,0.261476,0.272569,0,0.5
1457,,11,2,11,13,2,11,13,8,0.274904,0.288676,990.428028,0.310606
22992,,11,3,8,11,3,8,11,8,0.251978,0.262427,26139.781806,0.430556
2569,,5,1,0,1,1,0,1,0,0,0,0,0
3938,,5,1,0,1,1,0,1,0,0,0,0,0
6260,,11,8,12,20,8,12,20,8,0.279778,0.293969,124858.3393,0.101307
4940,,15,12,7,19,12,7,19,8,0.233622,0.24131,56208.909365,0.058824
9870,,5,1,1,2,1,1,2,8,0.231922,0.239823,0,0
20045,,5,2,0,2,2,0,2,0,0,0,0,0
20337,,5,1,0,1,1,0,1,0,0,0,0,0
20346,,5,1,0,1,1,0,1,0,0,0,0,0
14016,,10,2,0,2,2,0,2,0,0,0,0,0
30571,,11,4,3,7,4,3,7,8,0.236398,0.244829,50942.172706,0.05
9525,,5,2,4,6,2,4,6,8,0.243299,0.251768,26302.470897,0.15
32430,,5,1,0,1,1,0,1,0,0,0,0,0
25275,,5,3,7,10,3,7,10,8,0.263769,0.274684,72881.625755,0.055556
4993,,5,3,5,8,3,5,8,8,0.257753,0.268109,31067.44675,0.142857
24909,,5,2,1,3,2,1,3,8,0.231922,0.239823,18826,0
17474,,8,3,28,31,3,28,31,7,0.296314,0.313693,64811.71609,0.212903
1995,,5,18,29,47,18,29,47,8,0.288159,0.30324,124898.766925,0.136975
6436,,7,6,12,18,6,12,18,8,0.273379,0.286152,28493.865086,0.120915
13799,,8,1,0,1,1,0,1,0,0,0,0,0
14420,,8,1,0,1,1,0,1,0,0,0,0,0
27822,,10,1,0,1,1,0,1,0,0,0,0,0
9726,,10,4,7,11,4,7,11,8,0.255479,0.266431,55551.482852,0.136364
10746,,0,1,0,1,1,0,1,0,0,0,0,0
14272,,0,1,0,1,1,0,1,0,0,0,0,0
21853,,0,1,0,1,1,0,1,0,0,0,0,0
711,,11,0,1,1,0,1,1,8,0.232249,0.239663,0,0
1159,,11,1,0,1,1,0,1,0,0,0,0,0
1171,,11,3,3,6,3,3,6,8,0.232253,0.23972,44844.382378,0.1
12784,,2,6,4,10,6,4,10,8,0.262087,0.273295,188312.998005,0.069444
18597,,11,1,0,1,1,0,1,0,0,0,0,0
17065,,8,1,3,4,1,3,4,8,0.233872,0.241629,0,0.5
20329,,11,1,0,1,1,0,1,0,0,0,0,0
21669,,11,1,0,1,1,0,1,0,0,0,0,0
22772,,11,10,7,17,10,7,17,8,0.262871,0.274441,34962.152636,0.022059
25541,,15,1,1,2,1,1,2,10,0.179155,0.182313,3.240539,0
30297,,11,1,1,2,1,1,2,8,0.232242,0.23965,0,0
31698,,11,1,0,1,1,0,1,0,0,0,0,0
12244,,11,3,2,5,3,2,5,9,0.230861,0.239193,26170.101656,0.05
23229,,11,1,3,4,1,3,4,8,0.245306,0.255639,124.110113,0.083333
7198,,11,1,1,2,1,1,2,8,0.232414,0.240732,0,1
714,,7,0,4,4,0,4,4,9,0.218603,0.224901,0,0.166667
11484,,5,3,1,4,3,1,4,9,0.21772,0.22415,12.113141,0.166667
716,,10,0,2,2,0,2,2,8,0.232806,0.240667,0,0
9649,,8,1,0,1,1,0,1,0,0,0,0,0
11903,,8,3,3,6,3,3,6,8,0.264351,0.276,37705.181421,0.133333
2717,,7,7,7,14,7,7,14,8,0.271561,0.284353,3427.354378,0.265152
4861,,7,1,0,1,1,0,1,0,0,0,0,0
7757,,7,4,0,4,4,0,4,0,0,0,0,0.25
10244,,7,2,0,2,2,0,2,0,0,0,0,0.5
11693,,8,2,3,5,2,3,5,8,0.232543,0.240745,721.989593,0.25
13039,,7,2,1,3,2,1,3,10,0.166767,0.169386,25974,0
15194,,7,2,0,2,2,0,2,0,0,0,0,0
911,,7,2,2,4,2,2,4,8,0.24841,0.257511,0,0.833333
19982,,7,1,0,1,1,0,1,0,0,0,0,0
22864,,7,1,0,1,1,0,1,0,0,0,0,0
23135,,7,1,0,1,1,0,1,0,0,0,0,0
24792,,7,1,0,1,1,0,1,0,0,0,0,0
11728,,16,2,0,2,2,0,2,0,0,0,0,0
26492,,7,1,1,2,1,1,2,9,0.207579,0.212991,0,1
11211,,8,8,17,25,8,17,25,8,0.26569,0.278227,124564.062199,0.068421
10805,,8,6,2,8,6,2,8,8,0.247949,0.256906,2250.772948,0.071429
30998,,7,1,0,1,1,0,1,0,0,0,0,0
32393,,7,2,0,2,2,0,2,0,0,0,0,1
8787,,8,1,1,2,1,1,2,9,0.213602,0.21945,303.837551,0
2320,,7,2,6,8,2,6,8,8,0.253078,0.263436,784.084227,0.238095
35097,,7,2,0,2,2,0,2,0,0,0,0,1
34658,,8,2,4,6,2,4,6,9,0.23029,0.237832,4232.46726,0.2
721,,8,6,2,8,6,2,8,1,1,1,359.405579,0.035714
722,,24,0,7,7,0,7,7,8,0.262532,0.273895,0,0.166667
2919,,24,2,2,4,2,2,4,9,0.216263,0.222536,18828,0.083333
33938,,24,4,0,4,4,0,4,0,0,0,0,0.083333
723,,12,1,5,6,1,5,6,8,0.237488,0.245789,2.333333,0.45
925,,12,1,3,4,1,3,4,8,0.237473,0.245709,0,0.666667
9699,,12,1,1,2,1,1,2,9,0.200697,0.205965,0,0.5
725,,15,3,2,5,3,2,5,9,0.227194,0.234615,1092.753088,0
7619,,15,1,0,1,1,0,1,0,0,0,0,0
8649,,15,1,0,1,1,0,1,0,0,0,0,0
14028,,6,5,2,7,5,2,7,8,0.247398,0.256768,6726.899359,0.095238
14218,,15,3,0,3,3,0,3,0,0,0,0,0.333333
26472,,10,2,0,2,2,0,2,0,0,0,0,0
7093,,15,6,9,15,6,9,15,8,0.233942,0.242546,35402.41251,0.136364
28645,,15,1,0,1,1,0,1,0,0,0,0,0
29258,,15,1,0,1,1,0,1,0,0,0,0,0
17011,,15,1,0,1,1,0,1,0,0,0,0,0
18812,,15,1,0,1,1,0,1,0,0,0,0,0
5594,,8,1,3,4,1,3,4,8,0.247314,0.257078,3065.81057,0.166667
729,,11,3,3,6,3,3,6,9,0.229728,0.237119,377.521244,0.35
11334,,11,3,5,8,3,5,8,9,0.226672,0.23388,79336.95202,0.142857
11395,,11,1,0,1,1,0,1,0,0,0,0,0
3504,,11,3,10,13,3,10,13,8,0.269779,0.281862,19511.49451,0.136364
22033,,11,1,0,1,1,0,1,0,0,0,0,0
1598,,0,7,9,16,7,9,16,8,0.264418,0.27557,85586.120415,0.032967
23011,,11,1,0,1,1,0,1,0,0,0,0,0
11590,,11,2,2,4,2,2,4,9,0.226655,0.233774,25974,0.5
23904,,11,1,1,2,1,1,2,9,0.22665,0.233739,0,0
25946,,11,2,0,2,2,0,2,0,0,0,0,1
9820,,11,1,1,2,1,1,2,9,0.22665,0.233739,0,0
31697,,11,1,0,1,1,0,1,0,0,0,0,0
737,,9,3,3,6,3,3,6,9,0.199854,0.205156,25148.970929,0.066667
12770,,16,16,27,43,16,27,43,7,0.292866,0.308359,194974.075154,0.07622
15307,,10,1,0,1,1,0,1,0,0,0,0,0
5441,,10,4,21,25,4,21,25,8,0.277146,0.290269,124743.317455,0.05336
20559,,10,1,1,2,1,1,2,10,0.191537,0.196264,2314.419646,0
1830,,7,1,0,1,1,0,1,0,0,0,0,0
8591,,7,1,1,2,1,1,2,1,1,1,25976,0
9098,,7,1,0,1,1,0,1,0,0,0,0,0
13589,,7,2,0,2,2,0,2,0,0,0,0,0.5
18433,,7,1,0,1,1,0,1,0,0,0,0,0
10768,,7,1,1,2,1,1,2,9,0.193695,0.197883,25974,0.5
20261,,9,2,0,2,2,0,2,0,0,0,0,0
22094,,7,1,0,1,1,0,1,0,0,0,0,0
13098,,7,3,4,7,3,4,7,8,0.25299,0.26275,17436.991736,0.166667
17446,,9,1,4,5,1,4,5,8,0.239036,0.247184,15.304456,0.25
16488,,9,1,7,8,1,7,8,8,0.251047,0.260775,10440.599748,0.107143
29498,,7,1,0,1,1,0,1,0,0,0,0,0
16959,,16,5,4,9,5,4,9,8,0.263315,0.274698,224.263,0.433333
10610,,5,1,0,1,1,0,1,0,0,0,0,0
10498,,5,4,9,13,4,9,13,8,0.256954,0.26742,1637.262563,0.166667
13224,,5,3,0,3,3,0,3,0,0,0,0,0.166667
15292,,5,1,0,1,1,0,1,0,0,0,0,0
25855,,5,1,0,1,1,0,1,0,0,0,0,0
26088,,5,2,3,5,2,3,5,8,0.245223,0.25386,250.552122,0
28846,,5,1,0,1,1,0,1,0,0,0,0,0
29807,,5,1,0,1,1,0,1,0,0,0,0,0
18667,,7,7,1,8,7,1,8,9,0.210405,0.21615,68.512643,0.095238
12351,,8,1,0,1,1,0,1,0,0,0,0,0
12388,,8,1,0,1,1,0,1,0,0,0,0,0
741,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
743,,16,1,0,1,1,0,1,0,0,0,0,0
7594,,16,2,3,5,2,3,5,9,0.211134,0.217264,484.036717,0.15
5922,,16,9,2,11,9,2,11,9,0.198895,0.203557,62036.192526,0.027273
12440,,16,2,0,2,2,0,2,0,0,0,0,0.5
10284,,16,1,2,3,1,2,3,9,0.227722,0.234994,256.277775,0
18600,,16,1,2,3,1,2,3,9,0.202052,0.207101,1193.314755,0
22154,,16,3,2,5,3,2,5,1,1,1,25978.5,0.15
22949,,16,1,0,1,1,0,1,0,0,0,0,0
22153,,16,1,2,3,1,2,3,9,0.202052,0.207101,0,0.5
16710,,7,2,4,6,2,4,6,8,0.255022,0.265341,345.773024,0.233333
745,,7,2,6,8,2,6,8,8,0.273296,0.286127,45079.151161,0.214286
20157,,7,1,0,1,1,0,1,0,0,0,0,0
12510,,8,3,0,3,3,0,3,0,0,0,0,0
15022,,15,1,0,1,1,0,1,0,0,0,0,0
15088,,15,1,0,1,1,0,1,0,0,0,0,0
3660,,15,7,6,13,7,6,13,8,0.23217,0.240577,60290.163574,0.030303
2720,,13,5,5,10,5,5,10,9,0.239889,0.248725,10329.744304,0.077778
4767,,15,3,6,9,3,6,9,8,0.26415,0.275176,19326.671726,0.166667
30301,,15,1,0,1,1,0,1,0,0,0,0,0
4288,,11,1,1,2,1,1,2,8,0.246108,0.255042,0,0
2419,,11,2,3,5,2,3,5,8,0.246149,0.255166,25974,0.583333
5846,,5,3,2,5,3,2,5,8,0.273463,0.285087,1639.304715,0.25
7293,,11,4,5,9,4,5,9,8,0.246983,0.255991,73.563287,0.4
7535,,11,1,0,1,1,0,1,0,0,0,0,0
8183,,11,1,0,1,1,0,1,0,0,0,0,0
3970,,11,15,18,33,15,18,33,8,0.260139,0.271619,132818.966925,0.099638
10034,,11,2,2,4,2,2,4,8,0.246143,0.25513,0,1
14022,,11,1,0,1,1,0,1,0,0,0,0,0
14253,,11,1,0,1,1,0,1,0,0,0,0,0
10973,,11,4,5,9,4,5,9,8,0.246481,0.255571,16451.379911,0.3
16752,,11,1,0,1,1,0,1,0,0,0,0,0
16685,,11,1,1,2,1,1,2,8,0.246108,0.255042,0,0
17080,,11,1,0,1,1,0,1,0,0,0,0,0
20785,,11,1,0,1,1,0,1,0,0,0,0,0
19104,,11,5,6,11,5,6,11,8,0.262449,0.273135,21381.292073,0.380952
19567,,11,3,2,5,3,2,5,8,0.248949,0.258671,0,0.666667
22164,,11,2,2,4,2,2,4,8,0.246143,0.25513,0,1
22384,,11,3,4,7,3,4,7,8,0.246153,0.255192,18835.432442,0.4
24094,,11,1,1,2,1,1,2,8,0.246108,0.255042,0,0
22248,,11,1,1,2,1,1,2,8,0.246108,0.255042,0,0
24827,,11,4,2,6,4,2,6,8,0.246143,0.25513,3.275115,0.583333
25096,,11,1,0,1,1,0,1,0,0,0,0,0
25874,,11,1,0,1,1,0,1,0,0,0,0,0
4911,,11,3,4,7,3,4,7,8,0.25434,0.265169,2826.812606,0.357143
27866,,11,1,0,1,1,0,1,0,0,0,0,0
28134,,11,2,1,3,2,1,3,9,0.207891,0.213026,0,1
10233,,11,1,1,2,1,1,2,8,0.246108,0.255042,0,0
29175,,11,1,0,1,1,0,1,0,0,0,0,0
23981,,11,6,6,12,6,6,12,8,0.253307,0.263898,47608.511518,0.160714
31208,,11,1,0,1,1,0,1,0,0,0,0,0
31360,,11,1,0,1,1,0,1,0,0,0,0,0
31814,,11,1,0,1,1,0,1,0,0,0,0,0
31921,,11,1,0,1,1,0,1,0,0,0,0,0
31660,,11,4,3,7,4,3,7,8,0.246146,0.255157,18829.644147,0.3
34217,,11,1,0,1,1,0,1,0,0,0,0,0
34602,,11,2,1,3,2,1,3,8,0.246108,0.255042,0,1
2397,,11,1,0,1,1,0,1,0,0,0,0,0
3819,,11,1,0,1,1,0,1,0,0,0,0,0
18275,,11,1,0,1,1,0,1,0,0,0,0,0
28834,,11,1,0,1,1,0,1,0,0,0,0,0
32231,,11,1,0,1,1,0,1,0,0,0,0,0
750,,15,10,6,16,10,6,16,8,0.238781,0.247455,88858.23794,0.07619
13419,,15,1,0,1,1,0,1,0,0,0,0,0
16665,,15,2,0,2,2,0,2,0,0,0,0,1
4650,,15,1,1,2,1,1,2,9,0.21451,0.221387,235.495405,0
20591,,15,2,0,2,2,0,2,0,0,0,0,0
5802,,15,1,0,1,1,0,1,0,0,0,0,0
6704,,15,1,0,1,1,0,1,0,0,0,0,0
9668,,15,3,2,5,3,2,5,8,0.236472,0.24449,13.198144,0.833333
11917,,15,1,0,1,1,0,1,0,0,0,0,0
995,,15,18,17,35,18,17,35,8,0.270135,0.282338,283599.765271,0.063218
12412,,15,2,0,2,2,0,2,0,0,0,0,0
2374,,15,5,3,8,5,3,8,9,0.216093,0.222713,23903.673727,0.321429
13537,,15,1,0,1,1,0,1,0,0,0,0,0
13566,,15,2,1,3,2,1,3,9,0.214507,0.221384,2563.025397,0.166667
1910,,15,9,9,18,9,9,18,8,0.257763,0.26831,78391.602228,0.070513
12261,,15,4,5,9,4,5,9,8,0.249457,0.259091,15567.37138,0.160714
16334,,15,4,0,4,4,0,4,0,0,0,0,0.416667
3543,,15,4,10,14,4,10,14,8,0.250819,0.260199,45445.539128,0.227273
13726,,15,2,1,3,2,1,3,9,0.200066,0.204368,7.248239,0.5
18631,,15,1,3,4,1,3,4,9,0.229678,0.237479,140.955723,0.5
9331,,15,4,7,11,4,7,11,8,0.24296,0.25214,27181.871762,0.196429
1909,,15,5,5,10,5,5,10,8,0.238793,0.247248,353.659049,0.214286
20622,,15,1,1,2,1,1,2,9,0.20796,0.213411,0,1
21045,,15,1,0,1,1,0,1,0,0,0,0,0
21251,,15,1,0,1,1,0,1,0,0,0,0,0
22063,,15,5,4,9,5,4,9,8,0.240137,0.249043,4355.426769,0.285714
15629,,15,4,2,6,4,2,6,8,0.236386,0.244373,33879.171109,0.05
22528,,15,1,3,4,1,3,4,9,0.215585,0.222715,3100.829091,0.083333
24405,,15,2,1,3,2,1,3,9,0.211757,0.217786,0,1
24498,,15,1,0,1,1,0,1,0,0,0,0,0
