Id,Label,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,eigencentrality
0,,16,577,256,833,577,256,833,7,0.335777,0.362346,15491745.313262,0.014676,0.308305
1,,16,4,11,15,4,11,15,8,0.252292,0.262687,52127.178917,0.190909,0.006462
379,,16,10,5,15,10,5,15,8,0.25968,0.271019,48394.650165,0.166667,0.008542
41,,7,1646,384,2030,1646,384,2030,7,0.354032,0.384665,56497535.80538,0.008165,0.883302
810,,41,165,0,165,165,0,165,0,0,0,0,0.031966,0.130024
852,,16,6,6,12,6,6,12,8,0.258149,0.269241,8489.935196,0.088889,0.006358
386,,16,2,3,5,2,3,5,8,0.25374,0.264384,7326.846274,0.083333,0.005309
1430,,16,2,1,3,2,1,3,9,0.215791,0.221919,4232.709363,0,0.005765
1264,,16,109,52,161,109,52,161,8,0.284626,0.299941,1093540.467603,0.018849,0.036423
2232,,16,17,1,18,17,1,18,8,0.251375,0.261439,18899.04108,0.080882,0.013358
11,,14,283,301,584,283,301,584,7,0.344338,0.373302,11860001.585438,0.018531,0.151933
2880,,16,4,1,5,4,1,5,8,0.251375,0.261439,0,0.666667,0.006364
747,,16,231,121,352,231,121,352,7,0.326444,0.348992,5935005.881231,0.035995,0.185059
1001,,16,33,3,36,33,3,36,8,0.243746,0.252027,76899.484673,0.097619,0.036949
809,,7,249,0,249,249,0,249,0,0,0,0,0.05561,0.247626
59,,7,2161,363,2524,2161,363,2524,7,0.356384,0.386029,67315506.893755,0.006503,1
691,,16,75,57,132,75,57,132,8,0.296781,0.315474,1037288.404903,0.079605,0.076607
3453,,16,36,43,79,36,43,79,8,0.283464,0.299486,398079.701758,0.047368,0.023435
3498,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
3682,,16,4,3,7,4,3,7,8,0.245073,0.255515,7404.256163,0.166667,0.007501
2980,,16,2,1,3,2,1,3,8,0.251375,0.261439,0,1,0.005376
1106,,7,152,23,175,152,23,175,8,0.278957,0.293013,895728.145146,0.053769,0.161047
224,,16,584,226,810,584,226,810,7,0.323493,0.349323,15760079.78942,0.021806,0.428874
28,,16,256,141,397,256,141,397,7,0.327403,0.351489,6135724.182606,0.033855,0.197654
286,,7,24,18,42,24,18,42,8,0.267879,0.280066,281000.189785,0.065854,0.029733
2279,,41,5,1,6,5,1,6,10,0.170239,0.173367,7441.289922,0,0.00923
2108,,7,72,0,72,72,0,72,0,0,0,0,0.118349,0.08717
90,,16,50,39,89,50,39,89,8,0.277273,0.291384,684338.698604,0.033467,0.029186
122,,7,454,1350,1804,454,1350,1804,6,0.415512,0.46228,63225312.470753,0.011332,0.30689
160,,7,392,0,392,392,0,392,0,0,0,0,0.031669,0.309925
336,,16,56,1,57,56,1,57,10,0.181312,0.184843,308841.997932,0.080201,0.070286
1461,,7,93,36,129,93,36,129,7,0.284115,0.299778,935324.818096,0.080112,0.10044
6612,,16,2,0,2,2,0,2,0,0,0,0,1,0.005945
325,,16,285,103,388,285,103,388,7,0.306343,0.327059,4241331.379063,0.027618,0.177494
6822,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
6474,,16,3,2,5,3,2,5,8,0.252143,0.262299,33.878177,0.5,0.005472
3439,,7,29,0,29,29,0,29,0,0,0,0,0.080049,0.025298
393,,16,42,13,55,42,13,55,8,0.285719,0.299861,138956.556492,0.167755,0.051155
263,,16,230,101,331,230,101,331,7,0.302776,0.322763,4205511.394171,0.032727,0.17033
1385,,7,101,38,139,101,38,139,8,0.285914,0.301362,968810.177826,0.050616,0.108086
385,,16,30,36,66,30,36,66,8,0.292007,0.308636,800641.95954,0.071303,0.024903
3046,,7,101,189,290,101,189,290,7,0.330536,0.355159,3741390.103815,0.060392,0.148573
7891,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
6417,,16,2,2,4,2,2,4,8,0.251671,0.261774,15.681877,0.666667,0.005314
657,,7,99,171,270,99,171,270,7,0.340348,0.365417,4278419.524602,0.075962,0.102997
765,,16,168,97,265,168,97,265,8,0.303689,0.323552,3006749.275716,0.042497,0.131478
195,,1,198,77,275,198,77,275,7,0.312719,0.33246,3944191.0757,0.048263,0.158433
55,,7,757,40,797,757,40,797,8,0.292248,0.308426,4568813.43635,0.01862,0.468273
6416,,16,3,3,6,3,3,6,8,0.251392,0.261514,25796.686993,0.25,0.005448
3,,1,293,110,403,293,110,403,7,0.296893,0.315278,6004690.2766,0.02415,0.18796
205,,16,73,55,128,73,55,128,7,0.313229,0.332214,1509964.606249,0.057662,0.052483
9101,,1,6,0,6,6,0,6,0,0,0,0,0.166667,0.007088
3316,,7,129,14,143,129,14,143,8,0.273725,0.286288,524143.553246,0.066625,0.144237
9411,,16,10,6,16,10,6,16,8,0.258407,0.269657,23639.028627,0.066667,0.012762
683,,16,92,54,146,92,54,146,8,0.289399,0.306342,1525299.825954,0.051599,0.087325
9514,,16,1,2,3,1,2,3,8,0.251873,0.262016,0,1,0.005077
8836,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
9818,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
182,,16,99,69,168,99,69,168,8,0.310015,0.330514,1446106.71059,0.063228,0.081509
10030,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
166,,7,879,3,882,879,3,882,9,0.218247,0.224008,2487609.941393,0.017527,0.586556
2931,,16,27,0,27,27,0,27,0,0,0,0,0.07265,0.022256
362,,16,478,63,541,478,63,541,7,0.315528,0.334601,5445615.448042,0.027844,0.35469
190,,7,661,6,667,661,6,667,8,0.264544,0.276416,1298521.24278,0.025095,0.462987
3229,,16,10,20,30,10,20,30,8,0.275774,0.290147,49155.266202,0.173846,0.009527
1243,,7,19,12,31,19,12,31,8,0.272497,0.285055,132227.082107,0.094017,0.018082
5169,,16,2,1,3,2,1,3,8,0.23322,0.240588,1024.897049,0.5,0.005509
2901,,2,9,5,14,9,5,14,8,0.228913,0.236616,167090.346478,0.081818,0.007314
136,,7,9,8,17,9,8,17,8,0.265088,0.276546,61106.673565,0.142857,0.009348
2284,,1,2,3,5,2,3,5,8,0.230926,0.239034,45680.020175,0.1,0.005245
317,,2,190,117,307,190,117,307,7,0.308684,0.328341,6241859.718708,0.026731,0.141504
15,,7,234,5,239,234,5,239,9,0.216982,0.223544,664956.132268,0.039765,0.197037
6205,,16,70,49,119,70,49,119,8,0.292475,0.31092,1131136.509518,0.068081,0.075275
700,,16,6,7,13,6,7,13,8,0.278549,0.293382,42166.213741,0.344444,0.011377
882,,7,11,37,48,11,37,48,7,0.308527,0.326756,152978.984789,0.158537,0.01992
973,,16,34,40,74,34,40,74,8,0.291903,0.30923,488887.867895,0.10113,0.034894
4628,,16,22,18,40,22,18,40,8,0.259594,0.272016,192759.087066,0.113191,0.028689
11926,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
797,,7,101,73,174,101,73,174,7,0.290278,0.307794,2045229.278988,0.038255,0.088998
6,,1,276,75,351,276,75,351,8,0.286331,0.303478,3049814.048385,0.042076,0.217815
5694,,41,3,1,4,3,1,4,9,0.211369,0.217147,22795.171101,0,0.005413
209,,25,155,83,238,155,83,238,7,0.305731,0.324789,3424513.87574,0.037034,0.125681
992,,16,10,9,19,10,9,19,8,0.262069,0.273974,110254.357698,0.186813,0.009722
7681,,16,8,53,61,8,53,61,7,0.31261,0.331852,119669.427871,0.154221,0.013848
369,,16,241,312,553,241,312,553,7,0.329402,0.357609,8772365.411872,0.022921,0.176116
12407,,16,21,11,32,21,11,32,8,0.258163,0.270293,35964.746981,0.166667,0.020876
963,,7,32,27,59,32,27,59,8,0.296491,0.31304,355532.773944,0.155219,0.054297
6542,,16,2,1,3,2,1,3,8,0.251375,0.261439,18826,0,0.005245
440,,7,236,117,353,236,117,353,8,0.29901,0.319033,3842237.53898,0.03689,0.196749
4040,,16,2,8,10,2,8,10,8,0.252126,0.263527,33827.987478,0.188889,0.005358
4236,,16,13,7,20,13,7,20,8,0.250299,0.259409,143165.10503,0.075163,0.017198
1655,,16,39,30,69,39,30,69,8,0.289204,0.305041,310205.548098,0.082496,0.035239
13351,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
34,,16,374,160,534,374,160,534,7,0.309801,0.333148,7743439.614745,0.027556,0.282559
10126,,16,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
2736,,16,17,17,34,17,17,34,8,0.276029,0.290294,78625.733661,0.205665,0.032102
857,,16,36,37,73,36,37,73,8,0.285654,0.301038,322777.831274,0.091587,0.050218
157,,7,442,48,490,442,48,490,8,0.291293,0.308081,2816788.427036,0.035456,0.382816
602,,16,51,22,73,51,22,73,8,0.278314,0.29237,524326.330407,0.069444,0.041527
4785,,41,10,7,17,10,7,17,9,0.237468,0.246333,158562.27202,0.070833,0.009395
3642,,16,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
14056,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
10629,,16,16,8,24,16,8,24,8,0.275415,0.287547,133893.820381,0.064935,0.011077
10840,,16,7,8,15,7,8,15,8,0.265166,0.276501,3852.667256,0.157143,0.008362
1181,,7,215,58,273,215,58,273,8,0.303547,0.322083,1765008.285481,0.062513,0.18829
4133,,16,10,8,18,10,8,18,8,0.262387,0.274995,2275.516517,0.384615,0.012253
451,,41,296,140,436,296,140,436,8,0.306722,0.327535,7330189.463893,0.015966,0.160034
4961,,16,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
156,,7,457,209,666,457,209,666,7,0.336029,0.362217,10387910.396817,0.034315,0.38359
69,,65,211,78,289,211,78,289,7,0.310327,0.329033,6750647.885847,0.016891,0.146708
1767,,16,1,2,3,1,2,3,8,0.252082,0.262234,26130.112172,0,0.005077
14970,,16,1,2,3,1,2,3,8,0.267955,0.279933,0,1,0.005077
14532,,7,2,5,7,2,5,7,8,0.256705,0.267444,3599.340119,0.033333,0.005693
15429,,16,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
15723,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
1896,,7,71,15,86,71,15,86,8,0.286423,0.299931,273574.600627,0.129231,0.069588
15799,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
16009,,16,2,0,2,2,0,2,0,0,0,0,1,0.006624
861,,32,177,0,177,177,0,177,0,0,0,0,0.019453,0.082757
3684,,16,49,39,88,49,39,88,8,0.274443,0.289196,168767.779094,0.1237,0.054934
916,,16,152,99,251,152,99,251,7,0.30592,0.324757,2567960.54923,0.037423,0.117667
42,,7,816,0,816,816,0,816,0,0,0,0,0.01882,0.54545
15195,,7,4,0,4,4,0,4,0,0,0,0,0.333333,0.011589
16632,,7,7,6,13,7,6,13,8,0.272367,0.285021,12319.568562,0.262821,0.00779
74,,7,282,59,341,282,59,341,8,0.304214,0.322574,2497056.474787,0.048747,0.270083
164,,16,288,93,381,288,93,381,7,0.313992,0.333718,5038983.169061,0.032856,0.222071
3803,,16,2,1,3,2,1,3,8,0.251375,0.261439,0,1,0.005922
4103,,16,6,4,10,6,4,10,8,0.252956,0.263183,36446.746927,0.111111,0.006142
57,,41,717,426,1143,717,426,1143,7,0.346863,0.377665,21792424.157276,0.008856,0.31478
15184,,16,3,7,10,3,7,10,8,0.25968,0.271522,383.390306,0.517857,0.005624
142,,7,169,57,226,169,57,226,8,0.292747,0.310695,1642507.85977,0.049605,0.191082
16815,,16,13,27,40,13,27,40,7,0.310763,0.328256,97609.453544,0.174925,0.018704
1822,,7,33,44,77,33,44,77,7,0.310881,0.328924,447430.433658,0.132192,0.060217
16918,,16,2,2,4,2,2,4,8,0.251385,0.261483,0,1,0.005328
372,,16,151,106,257,151,106,257,8,0.301592,0.320993,1948309.779795,0.049449,0.141817
18109,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
6983,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
315,,7,154,0,154,154,0,154,0,0,0,0,0.060267,0.148041
535,,7,30,20,50,30,20,50,8,0.279874,0.294054,208481.407674,0.074468,0.021064
18810,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
1711,,1,20,17,37,20,17,37,7,0.273201,0.285888,304827.671853,0.047379,0.028425
19199,,16,2,0,2,2,0,2,0,0,0,0,1,0.005479
19333,,16,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
19402,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
20088,,16,2,2,4,2,2,4,8,0.251604,0.261733,0,1,0.005945
97,,7,581,10,591,581,10,591,8,0.261989,0.272942,1353442.6029,0.030144,0.432495
18346,,16,6,5,11,6,5,11,8,0.252167,0.262414,51290.310103,0.375,0.00706
11754,,16,1,2,3,1,2,3,8,0.25156,0.26169,6.896361,0,0.005077
17173,,16,3,3,6,3,3,6,8,0.264002,0.27572,32107.650857,0.416667,0.005548
1089,,7,42,31,73,42,31,73,8,0.293112,0.308618,309550.23402,0.093849,0.040505
16861,,16,6,4,10,6,4,10,8,0.25216,0.262378,28132.075429,0.309524,0.009119
10046,,16,4,7,11,4,7,11,8,0.251644,0.261928,9983.21878,0.236111,0.005786
418,,1,152,89,241,152,89,241,7,0.29222,0.309516,2844813.003167,0.042517,0.142806
87,,7,229,169,398,229,169,398,7,0.342303,0.367116,9873160.226734,0.049994,0.217964
323,,1,156,88,244,156,88,244,7,0.300126,0.31875,3264186.680153,0.037204,0.116991
21393,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
158,,7,442,9,451,442,9,451,8,0.264622,0.276451,997795.588868,0.031506,0.346723
2382,,16,34,32,66,34,32,66,8,0.288115,0.303099,401800.350786,0.048485,0.024064
21922,,16,3,0,3,3,0,3,0,0,0,0,1,0.006196
19096,,16,3,5,8,3,5,8,8,0.25219,0.262439,6282.590033,0.366667,0.006113
14919,,16,1,3,4,1,3,4,8,0.255906,0.266966,377.741408,0.5,0.005077
22587,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
22707,,1,1,2,3,1,2,3,8,0.251479,0.261622,5612.79128,0,0.005077
2599,,7,11,18,29,11,18,29,8,0.272651,0.285501,102979.037593,0.136667,0.011621
17013,,7,70,41,111,70,41,111,8,0.299044,0.316218,658979.802841,0.110603,0.090716
821,,16,12,15,27,12,15,27,8,0.270995,0.283953,345138.702968,0.054348,0.012212
21265,,16,24,8,32,24,8,32,8,0.261818,0.273829,162470.457944,0.076355,0.022606
2418,,36,16,6,22,16,6,22,8,0.229513,0.236709,162842.364796,0.022876,0.011674
4146,,41,11,0,11,11,0,11,0,0,0,0,0.154545,0.021562
23328,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
23381,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
16892,,16,8,9,17,8,9,17,8,0.25219,0.262538,32641.347288,0.164835,0.00771
23686,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
16678,,16,10,9,19,10,9,19,8,0.252522,0.262926,26103.194054,0.261905,0.007337
24213,,16,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
19809,,16,7,6,13,7,6,13,8,0.252248,0.262512,27763.356177,0.255556,0.0071
22696,,16,4,5,9,4,5,9,8,0.25216,0.262396,1517.478489,0.285714,0.006393
1649,,7,59,9,68,59,9,68,8,0.272083,0.285023,193049.8063,0.146875,0.100764
17953,,16,5,4,9,5,4,9,8,0.252167,0.262392,14565.550599,0.392857,0.006048
23080,,16,4,4,8,4,4,8,8,0.25216,0.262374,16465.65651,0.214286,0.005964
14654,,16,73,40,113,73,40,113,8,0.292693,0.308871,671688.692736,0.084502,0.071338
24836,,16,3,3,6,3,3,6,8,0.25215,0.262334,24858.091214,0.3,0.005513
20029,,16,8,9,17,8,9,17,8,0.2522,0.262573,99553.928031,0.126374,0.007169
20296,,16,5,5,10,5,5,10,8,0.251496,0.261692,11193.131067,0.339286,0.006047
25689,,16,3,2,5,3,2,5,8,0.241604,0.249908,24022.314969,0.15,0.006216
20215,,16,1,3,4,1,3,4,8,0.252146,0.262325,0,0.666667,0.005077
225,,7,592,507,1099,592,507,1099,7,0.373962,0.407184,36925284.259688,0.018248,0.393312
22203,,16,2,5,7,2,5,7,8,0.252167,0.262409,19.302702,0.65,0.005335
25785,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
25927,,16,7,8,15,7,8,15,8,0.251439,0.261718,56968.165382,0.303571,0.006405
16641,,16,2,1,3,2,1,3,8,0.251375,0.261439,0,1,0.005415
26144,,16,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
26107,,16,4,4,8,4,4,8,8,0.252156,0.262369,51981.878177,0.3,0.006383
7155,,16,1,1,2,1,1,2,8,0.221261,0.228204,0,0.5,0.005077
26330,,16,1,2,3,1,2,3,9,0.221691,0.228495,0,0.833333,0.005077
25168,,16,1,4,5,1,4,5,8,0.25243,0.262656,12986.5,0.416667,0.005077
1528,,7,127,7,134,127,7,134,8,0.232279,0.239808,408387.109102,0.061715,0.136213
4346,,41,7,31,38,7,31,38,8,0.281599,0.296413,212404.329608,0.064171,0.007152
1067,,16,134,70,204,134,70,204,7,0.31489,0.334015,2982621.775627,0.04478,0.103142
20968,,16,5,2,7,5,2,7,9,0.219415,0.225675,20343.305603,0.309524,0.007134
4360,,16,15,21,36,15,21,36,8,0.275419,0.289084,91131.990713,0.141129,0.013071
19619,,16,4,3,7,4,3,7,8,0.25215,0.262334,13161.372875,0.35,0.006371
16327,,16,4,3,7,4,3,7,8,0.255514,0.266465,224.359081,0.466667,0.006417
27325,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
751,,7,116,110,226,116,110,226,7,0.309333,0.328708,2919280.493464,0.037803,0.118623
6449,,16,28,24,52,28,24,52,8,0.288534,0.303782,268401.157376,0.099734,0.029019
1173,,16,46,27,73,46,27,73,8,0.290448,0.30541,390392.700576,0.106832,0.057437
15337,,16,12,9,21,12,9,21,8,0.280499,0.293176,132911.510709,0.115789,0.023676
28334,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
26598,,16,3,3,6,3,3,6,8,0.25215,0.262334,3560.48508,0.55,0.005692
25899,,16,2,3,5,2,3,5,8,0.25216,0.262356,8735.052751,0.666667,0.005945
11288,,16,198,135,333,198,135,333,7,0.312579,0.335508,4395106.961506,0.039582,0.159269
27858,,16,3,3,6,3,3,6,8,0.252153,0.262343,25974,0.666667,0.006118
23550,,16,3,3,6,3,3,6,8,0.252153,0.262338,43.831324,0.5,0.006118
6609,,16,11,9,20,11,9,20,8,0.278433,0.291467,146727.30749,0.099415,0.012184
24984,,16,6,7,13,6,7,13,8,0.257876,0.268606,13236.648631,0.204545,0.006203
26968,,16,4,4,8,4,4,8,8,0.251483,0.261644,33899.979435,0.357143,0.005868
30071,,16,7,0,7,7,0,7,0,0,0,0,0.309524,0.00886
30082,,16,2,0,2,2,0,2,0,0,0,0,1,0.005945
395,,7,282,16,298,282,16,298,7,0.30416,0.320303,2089939.583591,0.052444,0.290801
14165,,16,31,17,48,31,17,48,8,0.2806,0.294184,288729.576644,0.141536,0.051443
30420,,16,2,0,2,2,0,2,0,0,0,0,1,0.005332
3142,,7,40,92,132,40,92,132,7,0.308886,0.329732,704465.649905,0.093762,0.038874
30604,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
145,,7,166,328,494,166,328,494,7,0.356844,0.385308,7663225.730216,0.045497,0.182253
7,,1,178,88,266,178,88,266,7,0.299896,0.318872,4520059.983963,0.022354,0.11016
16183,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
21004,,16,6,5,11,6,5,11,8,0.252386,0.26267,54966.662465,0.25,0.006719
11296,,16,33,13,46,33,13,46,8,0.259805,0.271852,273695.198072,0.074332,0.039322
120,,7,121,41,162,121,41,162,8,0.29506,0.311871,753186.144676,0.085979,0.149665
30894,,16,2,2,4,2,2,4,8,0.251456,0.261542,1.4584,0.666667,0.005328
26629,,16,1,6,7,1,6,7,8,0.25217,0.262436,22877.734332,0.333333,0.005077
27241,,16,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
26027,,16,1,2,3,1,2,3,8,0.253395,0.263931,0,1,0.005077
32862,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
26867,,16,15,13,28,15,13,28,8,0.251937,0.262893,166847.628879,0.112648,0.015821
16470,,16,3,4,7,3,4,7,8,0.251426,0.261589,4959.055742,0.5,0.008367
25647,,16,1,2,3,1,2,3,8,0.251389,0.261488,14484.922772,0.5,0.005077
2549,,16,36,37,73,36,37,73,8,0.276938,0.292712,482280.226346,0.070673,0.035753
25804,,16,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
13244,,16,7,9,16,7,9,16,8,0.266518,0.279232,37504.304661,0.269231,0.010755
27257,,16,3,1,4,3,1,4,8,0.251375,0.261439,0,0.666667,0.006195
24833,,16,24,6,30,24,6,30,8,0.252617,0.262913,60100.635148,0.093846,0.009669
33887,,16,2,0,2,2,0,2,0,0,0,0,1,0.005945
33401,,16,3,2,5,3,2,5,8,0.251379,0.261466,463.841258,0.25,0.005428
32833,,16,3,1,4,3,1,4,8,0.251375,0.261439,0,1,0.006196
21269,,41,3,1,4,3,1,4,9,0.21976,0.22636,1394.853528,0.333333,0.010785
7259,,16,55,30,85,55,30,85,7,0.29345,0.309064,472372.101001,0.124685,0.065111
34511,,16,1,0,1,1,0,1,0,0,0,0,0,0.005077
408,,16,88,55,143,88,55,143,7,0.293702,0.312025,1490091.11043,0.05668,0.059761
25742,,16,2,3,5,2,3,5,8,0.251392,0.261519,25978.436045,0.5,0.005367
20573,,16,2,4,6,2,4,6,8,0.25476,0.265275,2907.992908,0.2,0.005407
34871,,16,2,0,2,2,0,2,0,0,0,0,1,0.00531
752,,7,23,0,23,23,0,23,0,0,0,0,0.106719,0.035401
34917,,16,111,75,186,111,75,186,7,0.301221,0.319055,2285759.94524,0.018486,0.062472
26400,,16,2,2,4,2,2,4,8,0.251382,0.261475,12986.5,0.5,0.005255
15670,,16,7,7,14,7,7,14,8,0.256979,0.268388,2888.92778,0.340909,0.011367
18386,,16,1,0,1,1,0,1,0,0,0,0,0,0.000251
19052,,16,1,0,1,1,0,1,0,0,0,0,0,0.000251
2,,7,2,19,21,2,19,21,8,0.28117,0.294744,10395.821989,0.147619,0.002046
475,,7,34,44,78,34,44,78,8,0.287437,0.303091,306289.240246,0.064588,0.018989
23,,7,276,116,392,276,116,392,7,0.328116,0.349785,3338250.252091,0.051182,0.214415
36,,7,953,4,957,953,4,957,8,0.25009,0.258688,2615131.036263,0.014685,0.580925
